season,week,id,name,pos,team,points,opponent
2011,8,00-0025708,M.Moore,QB,MIA,14.62,NYG
2011,8,00-0024217,R.Bush,RB,SF,12.0,CLE
2011,8,00-0024334,B.Marshall,WR,NYJ,5.5,
2011,8,00-0028112,C.Clay,TE,BUF,1.6,WAS
2011,8,00-0022787,M.Schaub,QB,BAL,17.2,ARI
2011,8,00-0026796,A.Foster,RB,HOU,18.4,JAC
2011,8,00-0025460,J.Jones,WR,SD,5.9,KC
2011,8,00-0024313,O.Daniels,TE,DEN,6.0,DET
2011,8,00-0022864,L.McCown,QB,NO,0.0,STL
2011,8,00-0027948,B.Gabbert,QB,SF,9.28,CLE
2011,8,00-0024243,M.Lewis,TE,JAC,4.5,HOU
2011,8,00-0007091,M.Hasselbeck,QB,IND,12.86,TEN
2011,8,00-0023367,N.Washington,WR,HOU,15.7,JAC
2011,8,00-0026164,C.Johnson,RB,ARI,5.1,BAL
2011,8,00-0027061,J.Cook,TE,STL,4.0,NO
2011,8,00-0027816,M.Mariani,WR,CHI,0.0,
2011,8,00-0027003,D.Brown,RB,SD,9.4,KC
2011,8,00-0026345,P.Garcon,WR,WAS,6.6,BUF
2011,8,00-0027939,C.Newton,QB,CAR,24.9,MIN
2011,8,00-0026153,J.Stewart,RB,CAR,5.9,MIN
2011,8,00-0020337,S.Smith,WR,BAL,17.2,ARI
2011,8,00-0024242,D.Williams,RB,PIT,3.9,NE
2011,8,00-0027681,B.LaFell,WR,NE,4.4,PIT
2011,8,00-0025418,G.Olsen,TE,CAR,13.3,MIN
2011,8,00-0027888,T.Gerhart,RB,JAC,2.6,HOU
2011,8,00-0025394,A.Peterson,RB,MIN,28.2,CAR
2011,8,00-0026998,P.Harvin,WR,BUF,11.4,WAS
2011,8,00-0027981,K.Rudolph,TE,MIN,1.5,CAR
2011,8,00-0026937,B.Gibson,WR,NE,3.8,PIT
2011,8,00-0027985,L.Kendricks,TE,STL,0.2,NO
2011,8,00-0020531,D.Brees,QB,NO,14.66,STL
2011,8,00-0023564,D.Sproles,RB,PHI,7.6,DAL
2011,8,00-0027531,C.Ivory,RB,NYJ,1.8,
2011,8,00-0023310,L.Moore,WR,DET,14.2,DEN
2011,8,00-0024466,M.Colston,WR,NO,5.0,STL
2011,8,00-0027696,J.Graham,TE,SEA,3.9,CIN
2011,8,00-0026158,J.Flacco,QB,BAL,12.94,ARI
2011,8,00-0022084,A.Boldin,WR,SF,14.5,CLE
2011,8,00-0027675,E.Dickson,TE,CAR,4.6,MIN
2011,8,00-0027714,D.Pitta,TE,BAL,4.4,ARI
2011,8,00-0027996,T.Smith,WR,SF,5.7,CLE
2011,8,00-0022921,L.Fitzgerald,WR,ARI,9.8,BAL
2011,8,00-0028007,R.Housler,TE,CLE,0.3,SF
2011,8,00-0026182,E.Royal,WR,CHI,4.1,
2011,8,00-0023752,D.Fells,TE,NYG,0.5,MIA
2011,8,00-0027874,D.Thomas,WR,DEN,1.0,DET
2011,8,00-0027690,E.Decker,WR,NYJ,13.2,
2011,8,00-0020679,Sh.Hill,QB,MIN,0.1,CAR
2011,8,00-0026498,M.Stafford,QB,DET,24.78,DEN
2011,8,00-0026996,B.Pettigrew,TE,DET,0.8,DEN
2011,8,00-0025389,C.Johnson,WR,DET,18.5,DEN
2011,8,00-0023682,R.Fitzpatrick,QB,NYJ,16.88,
2011,8,00-0024204,F.Jackson,RB,SEA,19.4,CIN
2011,8,00-0027322,D.Nelson,WR,PIT,4.7,NE
2011,8,00-0027861,C.Spiller,RB,NO,0.9,STL
2011,8,00-0025516,S.Chandler,TE,NE,15.5,PIT
2011,8,00-0026364,St.Johnson,WR,SD,5.7,KC
2011,8,00-0028043,R.Helu,RB,OAK,2.0,
2011,8,00-0028017,L.Hankerson,WR,ATL,2.3,
2011,8,00-0022924,B.Roethlisberger,QB,PIT,22.7,NE
2011,8,00-0027685,E.Sanders,WR,DEN,7.0,DET
2011,8,00-0026901,M.Wallace,WR,MIN,7.0,CAR
2011,8,00-0023465,H.Miller,TE,PIT,8.5,NE
2011,8,00-0022811,J.Cotchery,WR,CAR,1.0,MIN
2011,8,00-0026957,D.Johnson,TE,SD,0.7,KC
2011,8,00-0027793,A.Brown,WR,PIT,12.7,NE
2011,8,00-0019596,T.Brady,QB,NE,15.92,PIT
2011,8,00-0027656,R.Gronkowski,TE,NE,9.4,PIT
2011,8,00-0026019,D.Woodhead,RB,SD,0.0,KC
2011,8,00-0023436,Alex Smith,QB,KC,13.28,SD
2011,8,00-0023500,F.Gore,RB,IND,19.4,TEN
2011,8,00-0025396,T.Ginn,WR,CAR,-0.8,MIN
2011,8,00-0024221,V.Davis,TE,SF,2.7,CLE
2011,8,00-0026986,M.Crabtree,WR,OAK,11.4,
2011,8,00-0027688,C.McCoy,QB,WAS,14.64,BUF
2011,8,00-0027997,G.Little,WR,CIN,2.0,SEA
2011,8,00-0022943,B.Watson,TE,NO,6.4,STL
2011,8,00-0026739,J.Norwood,WR,DEN,3.2,DET
2011,8,00-0024279,T.Jackson,QB,SEA,13.12,CIN
2011,8,00-0024296,C.Whitehurst,QB,TEN,2.18,IND
2011,8,00-0025399,M.Lynch,RB,SEA,6.4,CIN
2011,8,00-0028434,D.Baldwin,WR,SEA,7.3,CIN
2011,8,00-0027891,G.Tate,WR,DET,1.1,DEN
2011,8,00-0026373,J.Forsett,RB,BAL,1.3,ARI
2011,8,00-0027973,A.Dalton,QB,CIN,15.02,SEA
2011,8,00-0027918,A.Hawkins,WR,CLE,0.6,SF
2011,8,00-0026186,J.Simpson,WR,SF,7.4,CLE
2011,8,00-0026237,A.Caldwell,WR,DEN,3.1,DET
2011,8,00-0027942,A.Green,WR,CIN,12.3,SEA
2011,8,00-0027057,B.Tate,WR,CIN,6.0,SEA
2011,8,00-0020245,M.Vick,QB,PIT,24.16,NE
2011,8,00-0027029,L.McCoy,RB,BUF,32.0,WAS
2011,8,00-0025549,B.Celek,TE,PHI,15.4,DAL
2011,8,00-0026189,D.Jackson,WR,WAS,3.1,BUF
2011,8,00-0027725,C.Harbor,TE,JAC,1.1,HOU
2011,8,00-0024324,J.Avant,WR,KC,7.4,SD
2011,8,00-0026995,J.Maclin,WR,KC,11.4,SD
2011,8,00-0021678,T.Romo,QB,DAL,13.02,PHI
2011,8,00-0028009,D.Murray,RB,PHI,7.2,DAL
2011,8,00-0023921,M.Austin,WR,PHI,2.7,DAL
2011,8,00-0022127,J.Witten,TE,DAL,2.8,PHI
2011,8,00-0027902,D.Bryant,WR,DAL,2.8,PHI
2011,8,00-0023662,M.Cassel,QB,DAL,13.84,PHI
2011,8,00-0027651,D.McCluster,RB,TEN,0.8,IND
2011,8,00-0025410,D.Bowe,WR,CLE,6.2,SF
2011,8,00-0022942,P.Rivers,QB,SD,12.86,KC
2011,8,00-0027864,R.Mathews,RB,PHI,9.2,DAL
2011,8,00-0021547,A.Gates,TE,SD,7.3,KC
2011,8,00-0022414,M.Floyd,WR,SD,10.7,KC
2011,8,00-0023496,V.Jackson,WR,TB,4.9,
2011,9,00-0023682,R.Fitzpatrick,QB,NYJ,12.54,BUF
2011,9,00-0027861,C.Spiller,RB,NO,0.5,TB
2011,9,00-0024204,F.Jackson,RB,SEA,10.0,DAL
2011,9,00-0027322,D.Nelson,WR,PIT,9.6,BAL
2011,9,00-0025516,S.Chandler,TE,NE,2.4,NYG
2011,9,00-0026364,St.Johnson,WR,SD,8.4,GB
2011,9,00-0026898,M.Sanchez,QB,PHI,10.9,CHI
2011,9,00-0028091,J.Kerley,WR,NYJ,2.3,BUF
2011,9,00-0022787,M.Schaub,QB,BAL,10.76,PIT
2011,9,00-0026796,A.Foster,RB,HOU,21.0,CLE
2011,9,00-0024313,O.Daniels,TE,DEN,3.2,OAK
2011,9,00-0025460,J.Jones,WR,SD,2.8,GB
2011,9,00-0027688,C.McCoy,QB,WAS,10.44,SF
2011,9,00-0028040,J.Cameron,TE,MIA,0.7,KC
2011,9,00-0022943,B.Watson,TE,NO,2.6,TB
2011,9,00-0026739,J.Norwood,WR,DEN,0.6,OAK
2011,9,00-0027997,G.Little,WR,CIN,3.3,TEN
2011,9,00-0023662,M.Cassel,QB,DAL,13.92,SEA
2011,9,00-0027651,D.McCluster,RB,TEN,4.4,CIN
2011,9,00-0025410,D.Bowe,WR,CLE,8.8,HOU
2011,9,00-0025708,M.Moore,QB,MIA,22.06,KC
2011,9,00-0024217,R.Bush,RB,SF,20.2,WAS
2011,9,00-0024334,B.Marshall,WR,NYJ,16.6,BUF
2011,9,00-0024268,A.Fasano,TE,TEN,15.8,CIN
2011,9,00-0028112,C.Clay,TE,BUF,5.0,NYJ
2011,9,00-0021678,T.Romo,QB,DAL,20.46,SEA
2011,9,00-0028009,D.Murray,RB,PHI,18.6,CHI
2011,9,00-0027902,D.Bryant,WR,DAL,5.6,SEA
2011,9,00-0023921,M.Austin,WR,PHI,5.3,CHI
2011,9,00-0022127,J.Witten,TE,DAL,13.1,SEA
2011,9,00-0024279,T.Jackson,QB,SEA,9.14,DAL
2011,9,00-0025399,M.Lynch,RB,SEA,20.3,DAL
2011,9,00-0026373,J.Forsett,RB,BAL,2.2,PIT
2011,9,00-0028434,D.Baldwin,WR,SEA,3.1,DAL
2011,9,00-0027891,G.Tate,WR,DET,0.8,
2011,9,00-0027783,A.McCoy,TE,WAS,4.4,SF
2011,9,00-0028043,R.Helu,RB,OAK,12.6,DEN
2011,9,00-0028017,L.Hankerson,WR,ATL,3.4,IND
2011,9,00-0028093,N.Paul,TE,WAS,0.0,SF
2011,9,00-0023436,Alex Smith,QB,KC,12.9,MIA
2011,9,00-0024389,D.Walker,TE,TEN,1.2,CIN
2011,9,00-0023500,F.Gore,RB,IND,11.4,ATL
2011,9,00-0024221,V.Davis,TE,SF,2.1,WAS
2011,9,00-0026986,M.Crabtree,WR,OAK,5.1,DEN
2011,9,00-0027608,K.Williams,WR,DEN,1.2,OAK
2011,9,00-0025396,T.Ginn,WR,CAR,1.4,
2011,9,00-0020531,D.Brees,QB,NO,20.32,TB
2011,9,00-0023564,D.Sproles,RB,PHI,15.9,CHI
2011,9,00-0027531,C.Ivory,RB,NYJ,6.7,BUF
2011,9,00-0023310,L.Moore,WR,DET,8.0,
2011,9,00-0024466,M.Colston,WR,NO,5.2,TB
2011,9,00-0027696,J.Graham,TE,SEA,7.8,DAL
2011,9,00-0027654,A.Benn,WR,JAC,1.8,
2011,9,00-0026300,J.Johnson,QB,BUF,0.1,NYJ
2011,9,00-0027325,L.Blount,RB,NE,8.0,NYG
2011,9,00-0023578,D.Orlovsky,QB,DET,0.8,
2011,9,00-0027003,D.Brown,RB,SD,7.1,GB
2011,9,00-0026267,J.Tamme,TE,ATL,0.6,IND
2011,9,00-0026345,P.Garcon,WR,WAS,2.2,SF
2011,9,00-0026143,M.Ryan,QB,ATL,23.0,IND
2011,9,00-0027944,J.Jones,WR,ATL,28.4,IND
2011,9,00-0028083,J.Rodgers,RB,CHI,6.0,PHI
2011,9,00-0023462,R.White,WR,ATL,7.6,IND
2011,9,00-0024535,E.Weems,WR,ATL,0.0,IND
2011,9,00-0021429,C.Palmer,QB,ARI,25.58,STL
2011,9,00-0028063,T.Jones,RB,OAK,0.1,DEN
2011,9,00-0028086,D.Moore,WR,BUF,6.1,NYJ
2011,9,00-0027135,B.Myers,TE,TB,1.1,NO
2011,9,00-0027089,L.Murphy,WR,TB,2.3,NO
2011,9,00-0026182,E.Royal,WR,CHI,14.5,PHI
2011,9,00-0023752,D.Fells,TE,NYG,0.6,NE
2011,9,00-0027874,D.Thomas,WR,DEN,2.9,OAK
2011,9,00-0027690,E.Decker,WR,NYJ,10.7,BUF
2011,9,00-0007091,M.Hasselbeck,QB,IND,19.18,ATL
2011,9,00-0026164,C.Johnson,RB,ARI,11.0,STL
2011,9,00-0027816,M.Mariani,WR,CHI,0.6,PHI
2011,9,00-0026225,C.Stevens,TE,TEN,2.5,CIN
2011,9,00-0023367,N.Washington,WR,HOU,2.8,CLE
2011,9,00-0027061,J.Cook,TE,STL,2.7,ARI
2011,9,00-0027973,A.Dalton,QB,CIN,21.08,TEN
2011,9,00-0026186,J.Simpson,WR,SF,10.3,WAS
2011,9,00-0026237,A.Caldwell,WR,DEN,8.2,OAK
2011,9,00-0027942,A.Green,WR,CIN,8.3,TEN
2011,9,00-0027057,B.Tate,WR,CIN,0.0,TEN
2011,9,00-0019596,T.Brady,QB,NE,20.18,NYG
2011,9,00-0028011,S.Ridley,RB,NYJ,1.2,BUF
2011,9,00-0026019,D.Woodhead,RB,SD,6.0,GB
2011,9,00-0027656,R.Gronkowski,TE,NE,16.1,NYG
2011,9,00-0027150,J.Edelman,WR,NE,-1.8,NYG
2011,9,00-0026293,M.Slater,WR,NE,0.0,NYG
2011,9,00-0022803,E.Manning,QB,NYG,19.1,NE
2011,9,00-0027265,V.Cruz,WR,NYG,9.1,NE
2011,9,00-0022942,P.Rivers,QB,SD,31.3,GB
2011,9,00-0021547,A.Gates,TE,SD,15.6,GB
2011,9,00-0023496,V.Jackson,WR,TB,32.1,NO
2011,9,00-0023459,A.Rodgers,QB,GB,31.08,SD
2011,9,00-0027791,J.Starks,RB,GB,7.5,SD
2011,9,00-0025465,J.Jones,WR,GB,8.1,SD
2011,9,00-0024267,G.Jennings,WR,MIA,10.6,KC
2011,9,00-0026176,J.Nelson,WR,GB,16.5,SD
2011,9,00-0028002,R.Cobb,WR,GB,0.0,SD
2011,9,00-0027825,J.Dray,TE,CLE,2.5,HOU
2011,9,00-0027691,A.Roberts,WR,WAS,5.5,SF
2011,9,00-0022921,L.Fitzgerald,WR,ARI,10.3,STL
2011,9,00-0027854,S.Bradford,QB,PHI,10.4,CHI
2011,9,00-0027985,L.Kendricks,TE,STL,0.7,ARI
2011,9,00-0026937,B.Gibson,WR,NE,5.4,NYG
2011,9,00-0022924,B.Roethlisberger,QB,PIT,18.5,BAL
2011,9,00-0022811,J.Cotchery,WR,CAR,4.7,
2011,9,00-0026901,M.Wallace,WR,MIN,10.8,
2011,9,00-0023465,H.Miller,TE,PIT,7.3,BAL
2011,9,00-0026957,D.Johnson,TE,SD,2.5,GB
2011,9,00-0027793,A.Brown,WR,PIT,10.9,BAL
2011,9,00-0026158,J.Flacco,QB,BAL,14.0,PIT
2011,9,00-0022084,A.Boldin,WR,SF,8.8,WAS
2011,9,00-0027675,E.Dickson,TE,CAR,0.8,
2011,9,00-0027714,D.Pitta,TE,BAL,4.6,PIT
2011,9,00-0027996,T.Smith,WR,SF,13.1,WAS
2011,9,00-0020245,M.Vick,QB,PIT,11.92,BAL
2011,9,00-0026189,D.Jackson,WR,WAS,0.6,SF
2011,9,00-0027029,L.McCoy,RB,BUF,17.7,NYJ
2011,9,00-0025549,B.Celek,TE,PHI,6.0,CHI
2011,9,00-0027725,C.Harbor,TE,JAC,0.8,
2011,9,00-0024324,J.Avant,WR,KC,2.0,MIA
2011,9,00-0026995,J.Maclin,WR,KC,6.3,MIA
2011,9,00-0028087,D.Lewis,RB,NE,0.0,NYG
2011,9,00-0024226,J.Cutler,QB,CHI,16.32,PHI
2011,9,00-0026184,M.Forte,RB,CHI,11.0,PHI
2011,9,00-0025464,M.Spaeth,TE,PIT,7.3,BAL
2011,9,00-0024272,D.Hester,WR,ATL,1.2,IND
2011,9,00-0026298,K.Davis,TE,NYJ,-0.1,BUF
2011,10,00-0022942,P.Rivers,QB,SD,17.36,OAK
2011,10,00-0027864,R.Mathews,RB,PHI,5.7,ARI
2011,10,00-0021547,A.Gates,TE,SD,5.4,OAK
2011,10,00-0023496,V.Jackson,WR,TB,2.2,HOU
2011,10,00-0021429,C.Palmer,QB,ARI,17.16,PHI
2011,10,00-0028063,T.Jones,RB,OAK,3.9,SD
2011,10,00-0028086,D.Moore,WR,BUF,24.3,DAL
2011,10,00-0027135,B.Myers,TE,TB,1.1,HOU
2011,10,00-0021678,T.Romo,QB,DAL,22.8,BUF
2011,10,00-0028009,D.Murray,RB,PHI,23.1,ARI
2011,10,00-0026201,M.Bennett,TE,CHI,0.8,DET
2011,10,00-0022127,J.Witten,TE,DAL,3.7,BUF
2011,10,00-0027902,D.Bryant,WR,DAL,13.4,BUF
2011,10,00-0023682,R.Fitzpatrick,QB,NYJ,11.84,NE
2011,10,00-0027861,C.Spiller,RB,NO,0.1,ATL
2011,10,00-0024204,F.Jackson,RB,SEA,9.5,BAL
2011,10,00-0027322,D.Nelson,WR,PIT,9.1,CIN
2011,10,00-0025516,S.Chandler,TE,NE,3.4,NYJ
2011,10,00-0026364,St.Johnson,WR,SD,0.8,OAK
2011,10,00-0027939,C.Newton,QB,CAR,13.98,TEN
2011,10,00-0026153,J.Stewart,RB,CAR,4.5,TEN
2011,10,00-0024242,D.Williams,RB,PIT,3.5,CIN
2011,10,00-0027681,B.LaFell,WR,NE,1.8,NYJ
2011,10,00-0020337,S.Smith,WR,BAL,3.3,SEA
2011,10,00-0025418,G.Olsen,TE,CAR,2.5,TEN
2011,10,00-0007091,M.Hasselbeck,QB,IND,14.86,JAC
2011,10,00-0023367,N.Washington,WR,HOU,4.2,TB
2011,10,00-0026164,C.Johnson,RB,ARI,23.4,PHI
2011,10,00-0027061,J.Cook,TE,STL,1.8,CLE
2011,10,00-0027816,M.Mariani,WR,CHI,6.0,DET
2011,10,00-0026300,J.Johnson,QB,BUF,-2.0,DAL
2011,10,00-0027325,L.Blount,RB,NE,3.4,NYJ
2011,10,00-0027654,A.Benn,WR,JAC,4.7,IND
2011,10,00-0022787,M.Schaub,QB,BAL,17.78,SEA
2011,10,00-0026796,A.Foster,RB,HOU,30.6,TB
2011,10,00-0025460,J.Jones,WR,SD,14.9,OAK
2011,10,00-0024313,O.Daniels,TE,DEN,3.1,KC
2011,10,00-0027973,A.Dalton,QB,CIN,14.8,PIT
2011,10,00-0027918,A.Hawkins,WR,CLE,6.0,STL
2011,10,00-0027942,A.Green,WR,CIN,10.3,PIT
2011,10,00-0026237,A.Caldwell,WR,DEN,2.5,KC
2011,10,00-0027873,J.Gresham,TE,ARI,8.3,PHI
2011,10,00-0027057,B.Tate,WR,CIN,0.0,PIT
2011,10,00-0022924,B.Roethlisberger,QB,PIT,13.6,CIN
2011,10,00-0026901,M.Wallace,WR,MIN,8.5,GB
2011,10,00-0023465,H.Miller,TE,PIT,3.1,CIN
2011,10,00-0022811,J.Cotchery,WR,CAR,8.9,TEN
2011,10,00-0026957,D.Johnson,TE,SD,0.6,OAK
2011,10,00-0027793,A.Brown,WR,PIT,8.6,CIN
2011,10,00-0023578,D.Orlovsky,QB,DET,0.68,CHI
2011,10,00-0027003,D.Brown,RB,SD,6.5,OAK
2011,10,00-0026345,P.Garcon,WR,WAS,4.8,MIA
2011,10,00-0026267,J.Tamme,TE,ATL,7.5,NO
2011,10,00-0027948,B.Gabbert,QB,SF,9.52,NYG
2011,10,00-0024243,M.Lewis,TE,JAC,-0.4,IND
2011,10,00-0023662,M.Cassel,QB,DAL,9.32,BUF
2011,10,00-0027651,D.McCluster,RB,TEN,9.3,CAR
2011,10,00-0025410,D.Bowe,WR,CLE,1.7,STL
2011,10,00-0026182,E.Royal,WR,CHI,1.9,DET
2011,10,00-0027690,E.Decker,WR,NYJ,11.6,NE
2011,10,00-0020245,M.Vick,QB,PIT,13.02,CIN
2011,10,00-0028087,D.Lewis,RB,NE,0.2,NYJ
2011,10,00-0027029,L.McCoy,RB,BUF,15.3,DAL
2011,10,00-0025549,B.Celek,TE,PHI,5.3,ARI
2011,10,00-0026995,J.Maclin,WR,KC,0.6,DEN
2011,10,00-0024324,J.Avant,WR,KC,0.2,DEN
2011,10,00-0027691,A.Roberts,WR,WAS,6.7,MIA
2011,10,00-0022921,L.Fitzgerald,WR,ARI,26.6,PHI
2011,10,00-0026184,M.Forte,RB,CHI,12.7,DET
2011,10,00-0024226,J.Cutler,QB,CHI,4.72,DET
2011,10,00-0024272,D.Hester,WR,ATL,6.0,NO
2011,10,00-0025464,M.Spaeth,TE,PIT,0.0,CIN
2011,10,00-0026498,M.Stafford,QB,DET,17.26,CHI
2011,10,00-0026996,B.Pettigrew,TE,DET,3.8,CHI
2011,10,00-0025389,C.Johnson,WR,DET,6.1,CHI
2011,10,00-0026143,M.Ryan,QB,ATL,22.94,NO
2011,10,00-0028083,J.Rodgers,RB,CHI,3.8,DET
2011,10,00-0026224,H.Douglas,WR,TEN,13.6,CAR
2011,10,00-0023462,R.White,WR,ATL,6.2,NO
2011,10,00-0027944,J.Jones,WR,ATL,0.9,NO
2011,10,00-0024535,E.Weems,WR,ATL,2.5,NO
2011,10,00-0020531,D.Brees,QB,NO,20.88,ATL
2011,10,00-0023564,D.Sproles,RB,PHI,0.3,ARI
2011,10,00-0027966,M.Ingram,RB,NO,1.4,ATL
2011,10,00-0023310,L.Moore,WR,DET,2.8,CHI
2011,10,00-0027696,J.Graham,TE,SEA,14.2,BAL
2011,10,00-0024466,M.Colston,WR,NO,11.3,ATL
2011,10,00-0025708,M.Moore,QB,MIA,7.76,WAS
2011,10,00-0024217,R.Bush,RB,SF,17.1,NYG
2011,10,00-0028112,C.Clay,TE,BUF,0.4,DAL
2011,10,00-0024268,A.Fasano,TE,TEN,6.0,CAR
2011,10,00-0027077,B.Hartline,WR,CLE,0.6,STL
2011,10,00-0024334,B.Marshall,WR,NYJ,9.8,NE
2011,10,00-0028043,R.Helu,RB,OAK,5.4,SD
2011,10,00-0027215,L.Paulsen,TE,WAS,1.6,MIA
2011,10,00-0028017,L.Hankerson,WR,ATL,10.6,NO
2011,10,00-0027688,C.McCoy,QB,WAS,9.12,MIA
2011,10,00-0027997,G.Little,WR,CIN,9.4,PIT
2011,10,00-0022943,B.Watson,TE,NO,3.0,ATL
2011,10,00-0026739,J.Norwood,WR,DEN,1.4,KC
2011,10,00-0027854,S.Bradford,QB,PHI,10.5,ARI
2011,10,00-0027732,M.Hoomanawanui,TE,NO,2.1,ATL
2011,10,00-0026937,B.Gibson,WR,NE,0.0,NYJ
2011,10,00-0024279,T.Jackson,QB,SEA,8.98,BAL
2011,10,00-0025399,M.Lynch,RB,SEA,22.7,BAL
2011,10,00-0026373,J.Forsett,RB,BAL,0.3,SEA
2011,10,00-0027891,G.Tate,WR,DET,4.1,CHI
2011,10,00-0028434,D.Baldwin,WR,SEA,5.0,BAL
2011,10,00-0027783,A.McCoy,TE,WAS,1.5,MIA
2011,10,00-0026158,J.Flacco,QB,BAL,15.0,SEA
2011,10,00-0027996,T.Smith,WR,SF,4.4,NYG
2011,10,00-0022084,A.Boldin,WR,SF,2.2,NYG
2011,10,00-0027675,E.Dickson,TE,CAR,19.9,TEN
2011,10,00-0027714,D.Pitta,TE,BAL,4.9,SEA
2011,10,00-0023436,Alex Smith,QB,KC,16.38,DEN
2011,10,00-0023500,F.Gore,RB,IND,0.8,JAC
2011,10,00-0027772,A.Dixon,RB,BUF,1.0,DAL
2011,10,00-0024389,D.Walker,TE,TEN,6.9,CAR
2011,10,00-0024221,V.Davis,TE,SF,10.0,NYG
2011,10,00-0026986,M.Crabtree,WR,OAK,2.1,SD
2011,10,00-0027608,K.Williams,WR,DEN,1.4,KC
2011,10,00-0025396,T.Ginn,WR,CAR,3.9,TEN
2011,10,00-0022803,E.Manning,QB,NYG,20.84,SF
2011,10,00-0027265,V.Cruz,WR,NYG,8.4,SF
2011,10,00-0026898,M.Sanchez,QB,PHI,23.34,ARI
2011,10,00-0028091,J.Kerley,WR,NYJ,7.9,NE
2011,10,00-0019596,T.Brady,QB,NE,25.36,NYJ
2011,10,00-0028011,S.Ridley,RB,NYJ,0.4,NE
2011,10,00-0026019,D.Woodhead,RB,SD,4.4,OAK
2011,10,00-0027656,R.Gronkowski,TE,NE,23.3,NYJ
2011,10,00-0027150,J.Edelman,WR,NE,0.0,NYJ
2011,10,00-0023459,A.Rodgers,QB,GB,28.1,MIN
2011,10,00-0027791,J.Starks,RB,GB,7.4,MIN
2011,10,00-0026176,J.Nelson,WR,GB,18.3,MIN
2011,10,00-0024267,G.Jennings,WR,MIA,9.2,WAS
2011,10,00-0027753,A.Quarless,TE,GB,0.8,MIN
2011,10,00-0025465,J.Jones,WR,GB,0.9,MIN
2011,10,00-0028002,R.Cobb,WR,GB,7.6,MIN
2011,10,00-0027796,J.Webb,QB,CAR,1.5,TEN
2011,10,00-0025394,A.Peterson,RB,MIN,11.1,GB
2011,10,00-0026998,P.Harvin,WR,BUF,7.0,DAL
2011,10,00-0027981,K.Rudolph,TE,MIN,3.7,GB
2011,11,00-0027690,E.Decker,WR,NYJ,0.0,DEN
2011,11,00-0026182,E.Royal,WR,CHI,2.5,SD
2011,11,00-0027874,D.Thomas,WR,DEN,3.7,NYJ
2011,11,00-0026898,M.Sanchez,QB,PHI,10.08,NYG
2011,11,00-0028064,B.Powell,RB,NYJ,1.8,DEN
2011,11,00-0027888,T.Gerhart,RB,JAC,2.5,CLE
2011,11,00-0025394,A.Peterson,RB,MIN,8.6,OAK
2011,11,00-0026998,P.Harvin,WR,BUF,15.4,MIA
2011,11,00-0027981,K.Rudolph,TE,MIN,6.7,OAK
2011,11,00-0021429,C.Palmer,QB,ARI,17.06,SF
2011,11,00-0028063,T.Jones,RB,OAK,0.3,MIN
2011,11,00-0028086,D.Moore,WR,BUF,1.4,MIA
2011,11,00-0026983,D.Heyward-Bey,WR,PIT,4.3,
2011,11,00-0027135,B.Myers,TE,TB,2.3,GB
2011,11,00-0026143,M.Ryan,QB,ATL,16.94,TEN
2011,11,00-0028083,J.Rodgers,RB,CHI,0.2,SD
2011,11,00-0026224,H.Douglas,WR,TEN,5.1,ATL
2011,11,00-0023462,R.White,WR,ATL,14.7,TEN
2011,11,00-0024535,E.Weems,WR,ATL,2.0,TEN
2011,11,00-0007091,M.Hasselbeck,QB,IND,6.66,
2011,11,00-0026164,C.Johnson,RB,ARI,2.8,SF
2011,11,00-0023367,N.Washington,WR,HOU,23.5,
2011,11,00-0027061,J.Cook,TE,STL,5.1,SEA
2011,11,00-0027816,M.Mariani,WR,CHI,0.0,SD
2011,11,00-0025708,M.Moore,QB,MIA,18.6,BUF
2011,11,00-0027077,B.Hartline,WR,CLE,2.8,JAC
2011,11,00-0024217,R.Bush,RB,SF,12.6,ARI
2011,11,00-0028112,C.Clay,TE,BUF,12.9,MIA
2011,11,00-0024268,A.Fasano,TE,TEN,6.8,ATL
2011,11,00-0024334,B.Marshall,WR,NYJ,0.5,DEN
2011,11,00-0023682,R.Fitzpatrick,QB,NYJ,9.96,DEN
2011,11,00-0027861,C.Spiller,RB,NO,2.0,
2011,11,00-0024204,F.Jackson,RB,SEA,6.7,STL
2011,11,00-0027322,D.Nelson,WR,PIT,0.0,
2011,11,00-0025516,S.Chandler,TE,NE,7.1,KC
2011,11,00-0026364,St.Johnson,WR,SD,1.6,CHI
2011,11,00-0027688,C.McCoy,QB,WAS,14.66,DAL
2011,11,00-0022943,B.Watson,TE,NO,1.8,
2011,11,00-0026739,J.Norwood,WR,DEN,5.1,NYJ
2011,11,00-0027997,G.Little,WR,CIN,5.9,BAL
2011,11,00-0027948,B.Gabbert,QB,SF,9.4,ARI
2011,11,00-0024243,M.Lewis,TE,JAC,6.4,CLE
2011,11,00-0026158,J.Flacco,QB,BAL,18.6,CIN
2011,11,00-0022084,A.Boldin,WR,SF,9.5,ARI
2011,11,00-0027675,E.Dickson,TE,CAR,2.1,DET
2011,11,00-0027996,T.Smith,WR,SF,22.5,ARI
2011,11,00-0027973,A.Dalton,QB,CIN,22.12,BAL
2011,11,00-0026186,J.Simpson,WR,SF,15.2,ARI
2011,11,00-0027918,A.Hawkins,WR,CLE,4.7,JAC
2011,11,00-0026237,A.Caldwell,WR,DEN,12.3,NYJ
2011,11,00-0027873,J.Gresham,TE,ARI,4.8,SF
